10.126.220.34,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
10.126.220.178,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
10.126.220.37,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,281434,282801,282801,282801,282801,282801,282801,282801,282801,282801,282801,282801,283569,283569,283569,283569,283569,283569,283569,283569,283569,283569,283569,284725,284725,284725,284725,284725,284725,284725,284725,284725,284725,284725,285409,285409,285409,285409,285409,285409,285409
10.126.220.195,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765,1219765
10.126.219.164,16485,16485,16485,16485,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16486,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16487,16488,16488,16488,16488,16489,16489,16489,16489,16489,16489,16489,16489,16489,16490,16490,16490,16490,16490,16491,16491,16491,16491,16491,16491,16492,16492,16492,16493,16494,16494,16494,16495,16495,16495,16495,16495,16495,16495,16495,16495,16496,16496,16496,16496,16496,16496
10.126.220.194,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016,624016
10.126.219.219,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313,209313
10.126.219.217,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10.126.219.199,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,711661,715645,715645,716050,716050,716050
10.126.219.51,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129,142129
10.126.219.11,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052,14052
10.126.219.229,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10.126.219.34,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712,91712
10.126.219.73,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352408,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352504,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12352989,12353363,12353363,12353738,12353810,12353882,12354124,12355024,12356118,12357596,12358891,12360100,12362292,12363636
10.126.219.230,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1084,1084,1084,1084,1084,1084,1084,1084,1084,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086
10.126.219.242,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1300525,1302030,1302030,1305555,1305850,1305850,1305850,1305861,1305861,1310167,1310167,1310167,1310189,1310189,1311486,1311689,1311689,1311739,1311739,1311908,1311952,1312262,1314752,1314752,1317375,1318211,1318607,1319108,1333229
10.126.219.197,30053,30099,30099,30117,30139,30154,30168,30193,30230,30296,30313,30320,30322,30355,30389,30429,30431,30433,30440,30453,30461,30468,30484,30498,30517,30546,30558,30560,30561,30566,30578,30593,30608,30616,30633,30639,30654,30666,30684,30730,30750,30754,30767,30770,30786,30808,30835,30856,30874,30888,30905,30917,30930,30949,30970,31000,31011,31028,31049,31088,31155,31237,31345,31426,31447,31455,31489,31594,31769,31852,31868,31886,31920,31952,31998,32067,32161,32276,32449,32583,32614,32642,32669,32696,32764,32827,32909,32963,33015,33086,33170,33242,33333,33404,33499,33613,33770,33950
10.126.219.131,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850,1555850
10.126.220.99,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852
10.126.219.163,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064,613064
10.126.220.146,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
